"state_from","county_from","state_to","county_to","in","out","change"
1,1,1,3,0,90,-90
1,1,1,21,203,278,-75
1,1,1,47,212,89,123
1,1,1,51,1426,1388,38
1,1,1,73,106,129,-23
1,1,1,81,72,120,-48
1,1,1,85,72,0,72
1,1,1,101,1214,915,299
1,1,1,117,70,114,-44
1,1,1,125,0,51,-51
1,3,1,1,90,0,90
1,3,1,15,91,0,91
1,3,1,25,86,0,86
1,3,1,51,111,67,44
1,3,1,53,300,250,50
1,3,1,55,75,0,75
1,3,1,69,97,57,40
1,3,1,73,542,317,225
1,3,1,77,74,0,74
1,3,1,81,221,145,76
1,3,1,89,164,106,58
1,3,1,97,3008,2031,977
1,3,1,99,106,82,24
1,3,1,101,164,106,58
1,3,1,115,76,0,76
1,3,1,117,295,191,104
1,3,1,121,56,0,56
1,3,1,125,225,98,127
1,3,1,127,69,0,69
1,3,1,129,64,0,64
1,3,4,13,77,0,77
1,3,6,37,71,0,71
1,3,6,73,100,62,38
1,3,12,5,98,56,42
1,3,12,11,75,0,75
1,3,12,31,109,69,40
1,3,12,33,1091,927,164
1,3,12,57,0,96,-96
1,3,12,91,125,143,-18
1,3,12,95,58,103,-45
1,3,12,103,52,0,52
1,3,12,113,230,231,-1
1,3,12,131,77,60,17
1,3,13,67,128,0,128
1,3,13,89,66,52,14
1,3,13,121,73,59,14
1,3,13,135,62,0,62
1,3,22,33,71,0,71
1,3,22,55,62,0,62
1,3,22,71,0,52,-52
1,3,22,103,77,54,23
1,3,28,47,104,106,-2
1,3,28,59,127,115,12
1,3,28,75,57,0,57
1,3,47,37,99,0,99
1,3,47,157,165,0,165
1,3,48,29,62,0,62
1,3,48,113,65,68,-3
1,3,48,201,110,101,9
1,3,48,439,82,0,82
1,5,1,11,0,64,-64
1,5,1,45,110,129,-19
1,5,1,67,81,124,-43
1,5,1,69,97,184,-87
1,5,1,81,0,76,-76
1,5,1,109,61,62,-1
1,5,13,239,101,0,101
1,7,1,21,100,114,-14
1,7,1,73,249,251,-2
1,7,1,117,168,229,-61
1,7,1,125,356,421,-65
1,9,1,43,297,437,-140
1,9,1,55,151,215,-64
1,9,1,73,1507,1087,420
1,9,1,95,284,328,-44
1,9,1,103,0,81,-81
1,9,1,115,263,279,-16
1,9,1,117,128,100,28
1,9,1,127,72,86,-14
1,11,1,5,64,0,64
1,11,1,101,119,117,2
1,11,1,109,86,82,4
1,13,1,41,83,91,-8
1,13,1,85,112,81,31
1,13,1,101,99,153,-54
1,15,1,3,0,91,-91
1,15,1,19,183,134,49
1,15,1,27,105,98,7
1,15,1,29,267,202,65
1,15,1,49,80,0,80
1,15,1,55,536,616,-80
1,15,1,73,233,394,-161
1,15,1,81,57,0,57
1,15,1,89,69,153,-84
1,15,1,95,61,0,61
1,15,1,97,0,60,-60
1,15,1,101,0,54,-54
1,15,1,111,96,102,-6
1,15,1,115,309,285,24
1,15,1,117,111,147,-36
1,15,1,121,1245,1290,-45
1,15,1,125,54,53,1
1,15,13,45,88,101,-13
1,15,13,67,0,63,-63
1,15,13,97,72,0,72
1,17,1,81,830,829,1
1,17,1,111,151,109,42
1,17,1,123,50,62,-12
1,17,13,285,499,396,103
1,19,1,15,134,183,-49
1,19,1,49,215,220,-5
1,19,1,55,192,251,-59
1,19,13,55,82,0,82
1,19,13,115,201,139,62
1,19,13,233,78,0,78
1,21,1,1,278,203,75
1,21,1,7,114,100,14
1,21,1,47,83,57,26
1,21,1,51,106,123,-17
1,21,1,73,253,307,-54
1,21,1,101,84,80,4
1,21,1,117,881,719,162
1,23,28,75,0,87,-87
1,25,1,3,0,86,-86
1,25,1,91,105,87,18
1,25,1,97,137,171,-34
1,25,1,129,161,115,46
1,25,1,131,103,92,11
1,27,1,15,98,105,-7
1,27,1,111,119,138,-19
1,27,1,121,142,144,-2
1,27,1,123,0,81,-81
1,29,1,15,202,267,-65
1,29,1,111,0,122,-122
1,29,1,121,0,74,-74
1,29,13,45,149,134,15
1,29,13,143,99,80,19
1,31,1,39,202,168,34
1,31,1,45,1058,881,177
1,31,1,61,229,297,-68
1,31,1,69,351,346,5
1,31,1,73,0,61,-61
1,31,1,89,0,106,-106
1,31,1,101,85,0,85
1,31,1,109,213,171,42
1,31,8,41,90,118,-28
1,31,12,5,80,66,14
1,31,13,51,73,0,73
1,31,15,3,95,0,95
1,31,36,45,93,77,16
1,31,37,51,66,0,66
1,31,47,125,84,87,-3
1,31,48,27,82,0,82
1,31,48,141,0,76,-76
1,33,1,59,417,321,96
1,33,1,73,60,74,-14
1,33,1,77,1353,1249,104
1,33,1,79,160,139,21
1,33,1,83,0,74,-74
1,33,1,89,111,174,-63
1,33,1,93,63,0,63
1,33,1,103,75,104,-29
1,35,1,39,0,62,-62
1,35,1,53,105,122,-17
1,35,1,99,100,113,-13
1,37,1,51,0,62,-62
1,37,1,121,274,262,12
1,37,1,123,244,221,23
1,39,1,31,168,202,-34
1,39,1,35,62,0,62
1,39,1,41,112,141,-29
1,39,1,61,0,87,-87
1,39,1,69,0,65,-65
1,39,12,91,144,132,12
1,39,12,131,87,76,11
1,41,1,13,91,83,8
1,41,1,39,141,112,29
1,41,1,101,131,133,-2
1,41,1,109,112,107,5
1,43,1,9,437,297,140
1,43,1,55,74,0,74
1,43,1,73,610,392,218
1,43,1,83,73,81,-8
1,43,1,89,233,200,33
1,43,1,95,351,394,-43
1,43,1,103,568,670,-102
1,43,1,115,63,0,63
1,43,1,117,148,72,76
1,43,1,127,96,114,-18
1,43,1,133,173,135,38
1,45,1,5,129,110,19
1,45,1,31,881,1058,-177
1,45,1,61,117,184,-67
1,45,1,67,130,122,8
1,45,1,69,1132,1160,-28
1,45,1,73,0,53,-53
1,45,1,89,0,98,-98
1,45,1,101,0,62,-62
1,45,1,109,183,116,67
1,45,2,90,0,101,-101
1,45,8,41,125,137,-12
1,45,12,5,84,0,84
1,45,13,51,0,85,-85
1,45,15,3,83,140,-57
1,45,36,45,108,153,-45
1,45,37,51,114,0,114
1,45,47,125,118,144,-26
1,45,48,27,95,142,-47
1,45,48,141,106,164,-58
1,45,53,53,128,85,43
1,47,1,1,89,212,-123
1,47,1,21,57,83,-26
1,47,1,51,0,86,-86
1,47,1,73,125,168,-43
1,47,1,101,209,485,-276
1,47,1,125,0,93,-93
1,49,1,15,0,80,-80
1,49,1,19,220,215,5
1,49,1,55,242,362,-120
1,49,1,71,531,595,-64
1,49,1,73,63,95,-32
1,49,1,89,0,127,-127
1,49,1,95,743,748,-5
1,49,13,83,85,59,26
1,49,47,65,105,119,-14
1,51,1,1,1388,1426,-38
1,51,1,3,67,111,-44
1,51,1,21,123,106,17
1,51,1,37,62,0,62
1,51,1,47,86,0,86
1,51,1,73,106,123,-17
1,51,1,81,181,172,9
1,51,1,87,87,0,87
1,51,1,97,78,0,78
1,51,1,101,2198,1562,636
1,51,1,117,125,134,-9
1,51,1,123,359,363,-4
1,53,1,3,250,300,-50
1,53,1,35,122,105,17
1,53,1,97,100,151,-51
1,53,1,99,105,69,36
1,53,12,33,342,384,-42
1,53,12,113,126,166,-40
1,55,1,3,0,75,-75
1,55,1,9,215,151,64
1,55,1,15,616,536,80
1,55,1,19,251,192,59
1,55,1,43,0,74,-74
1,55,1,49,362,242,120
1,55,1,73,360,348,12
1,55,1,89,95,201,-106
1,55,1,95,826,718,108
1,55,1,115,380,341,39
1,55,1,117,65,115,-50
1,55,1,121,119,82,37
1,55,1,125,0,59,-59
1,57,1,75,75,68,7
1,57,1,93,212,218,-6
1,57,1,125,223,253,-30
1,59,1,33,321,417,-96
1,59,1,77,111,148,-37
1,59,1,79,65,122,-57
1,59,1,93,212,232,-20
1,59,1,133,108,101,7
1,59,28,57,91,89,2
1,59,28,141,82,98,-16
1,61,1,31,297,229,68
1,61,1,39,87,0,87
1,61,1,45,184,117,67
1,61,1,69,511,481,30
1,61,12,59,68,106,-38
1,63,1,125,172,193,-21
1,65,1,91,75,101,-26
1,65,1,125,469,579,-110
1,67,1,5,124,81,43
1,67,1,45,122,130,-8
1,67,1,69,633,562,71
1,69,1,3,57,97,-40
1,69,1,5,184,97,87
1,69,1,31,346,351,-5
1,69,1,39,65,0,65
1,69,1,45,1160,1132,28
1,69,1,61,481,511,-30
1,69,1,67,562,633,-71
1,69,1,73,134,111,23
1,69,1,81,68,98,-30
1,69,1,89,0,79,-79
1,69,1,97,74,84,-10
1,69,1,101,74,153,-79
1,69,1,109,117,130,-13
1,69,1,117,63,71,-8
1,69,1,125,63,0,63
1,69,12,5,385,156,229
1,69,12,33,65,0,65
1,69,12,57,71,0,71
1,69,12,63,221,182,39
1,69,12,73,0,74,-74
1,69,12,91,58,96,-38
1,69,13,99,84,0,84
1,69,13,121,0,60,-60
1,71,1,49,595,531,64
1,71,1,89,333,439,-106
1,71,1,95,226,237,-11
1,71,13,83,125,112,13
1,71,47,65,133,110,23
1,71,47,115,146,174,-28
1,73,1,1,129,106,23
1,73,1,3,317,542,-225
1,73,1,7,251,249,2
1,73,1,9,1087,1507,-420
1,73,1,15,394,233,161
1,73,1,21,307,253,54
1,73,1,31,61,0,61
1,73,1,33,74,60,14
1,73,1,43,392,610,-218
1,73,1,45,53,0,53
1,73,1,47,168,125,43
1,73,1,49,95,63,32
1,73,1,51,123,106,17
1,73,1,55,348,360,-12
1,73,1,69,111,134,-23
1,73,1,77,109,115,-6
1,73,1,81,458,326,132
1,73,1,83,110,94,16
1,73,1,89,729,828,-99
1,73,1,95,167,158,9
1,73,1,97,450,428,22
1,73,1,101,779,427,352
1,73,1,103,154,222,-68
1,73,1,109,59,0,59
1,73,1,115,2166,3150,-984
1,73,1,117,6821,8385,-1564
1,73,1,121,344,334,10
1,73,1,123,84,84,0
1,73,1,125,1710,1385,325
1,73,1,127,836,881,-45
1,73,1,133,64,74,-10
1,73,4,13,79,193,-114
1,73,6,1,0,55,-55
1,73,6,37,176,161,15
1,73,6,59,0,91,-91
1,73,6,73,67,95,-28
1,73,8,31,0,83,-83
1,73,8,41,88,0,88
1,73,11,1,0,74,-74
1,73,12,5,116,110,6
1,73,12,11,100,77,23
1,73,12,31,132,179,-47
1,73,12,33,188,197,-9
1,73,12,57,100,180,-80
1,73,12,73,0,82,-82
1,73,12,86,103,0,103
1,73,12,91,61,115,-54
1,73,12,95,132,159,-27
1,73,12,99,123,78,45
1,73,12,103,79,82,-3
1,73,12,105,69,67,2
1,73,12,113,0,83,-83
1,73,12,115,0,60,-60
1,73,12,131,0,85,-85
1,73,13,51,0,61,-61
1,73,13,63,64,101,-37
1,73,13,67,241,317,-76
1,73,13,89,264,343,-79
1,73,13,97,51,62,-11
1,73,13,117,0,84,-84
1,73,13,121,448,616,-168
1,73,13,135,185,196,-11
1,73,13,151,0,66,-66
1,73,13,215,116,0,116
1,73,13,245,67,0,67
1,73,17,31,187,170,17
1,73,18,97,72,84,-12
1,73,21,111,70,60,10
1,73,22,33,54,0,54
1,73,22,51,74,0,74
1,73,22,71,84,114,-30
1,73,25,25,0,60,-60
1,73,26,125,92,0,92
1,73,26,163,108,75,33
1,73,28,47,0,73,-73
1,73,28,49,77,70,7
1,73,28,75,56,0,56
1,73,28,89,105,0,105
1,73,28,105,53,0,53
1,73,28,121,78,0,78
1,73,29,189,0,73,-73
1,73,32,3,0,117,-117
1,73,36,47,78,44,34
1,73,36,61,112,122,-10
1,73,36,81,67,0,67
1,73,37,63,58,0,58
1,73,37,119,86,156,-70
1,73,39,35,55,0,55
1,73,39,49,57,92,-35
1,73,39,61,70,0,70
1,73,45,19,0,74,-74
1,73,45,45,75,0,75
1,73,45,79,57,0,57
1,73,47,37,267,425,-158
1,73,47,65,127,102,25
1,73,47,93,88,94,-6
1,73,47,125,0,56,-56
1,73,47,149,64,102,-38
1,73,47,157,218,178,40
1,73,47,187,72,152,-80
1,73,48,29,79,109,-30
1,73,48,85,0,78,-78
1,73,48,113,185,241,-56
1,73,48,121,0,72,-72
1,73,48,201,258,257,1
1,73,48,439,90,131,-41
1,73,48,453,131,75,56
1,73,51,59,0,67,-67
1,73,53,33,66,108,-42
1,75,1,57,68,75,-7
1,75,1,93,118,146,-28
1,75,28,87,101,95,6
1,77,1,3,0,74,-74
1,77,1,33,1249,1353,-104
1,77,1,59,148,111,37
1,77,1,73,115,109,6
1,77,1,79,102,96,6
1,77,1,83,291,346,-55
1,77,1,89,299,398,-99
1,77,1,103,106,123,-17
1,77,47,37,0,67,-67
1,77,47,99,143,146,-3
1,77,47,181,78,83,-5
1,79,1,33,139,160,-21
1,79,1,59,122,65,57
1,79,1,77,96,102,-6
1,79,1,83,70,81,-11
1,79,1,89,105,81,24
1,79,1,103,783,910,-127
1,81,1,1,120,72,48
1,81,1,3,145,221,-76
1,81,1,5,76,0,76
1,81,1,15,0,57,-57
1,81,1,17,829,830,-1
1,81,1,51,172,181,-9
1,81,1,69,98,68,30
1,81,1,73,326,458,-132
1,81,1,87,444,331,113
1,81,1,89,109,189,-80
1,81,1,97,117,55,62
1,81,1,101,499,310,189
1,81,1,111,71,0,71
1,81,1,113,1765,1694,71
1,81,1,117,160,192,-32
1,81,1,121,0,68,-68
1,81,1,123,466,546,-80
1,81,1,125,82,79,3
1,81,4,13,0,63,-63
1,81,12,5,0,57,-57
1,81,12,31,0,76,-76
1,81,12,33,0,60,-60
1,81,12,91,0,75,-75
1,81,12,113,0,64,-64
1,81,13,53,79,70,9
1,81,13,67,137,113,24
1,81,13,77,68,123,-55
1,81,13,89,76,105,-29
1,81,13,121,140,208,-68
1,81,13,135,101,137,-36
1,81,13,145,133,163,-30
1,81,13,215,1132,900,232
1,81,13,285,158,130,28
1,81,47,37,0,70,-70
1,81,47,157,0,53,-53
1,81,48,29,0,58,-58
1,81,48,201,0,47,-47
1,83,1,33,74,0,74
1,83,1,43,81,73,8
1,83,1,73,94,110,-16
1,83,1,77,346,291,55
1,83,1,79,81,70,11
1,83,1,89,4232,2619,1613
1,83,1,103,672,618,54
1,83,47,37,58,0,58
1,83,47,55,166,208,-42
1,83,47,103,94,64,30
1,85,1,1,0,72,-72
1,85,1,13,81,112,-31
1,85,1,101,420,436,-16
1,87,1,51,0,87,-87
1,87,1,81,331,444,-113
1,87,1,101,177,257,-80
1,89,1,3,106,164,-58
1,89,1,15,153,69,84
1,89,1,31,106,0,106
1,89,1,33,174,111,63
1,89,1,43,200,233,-33
1,89,1,45,98,0,98
1,89,1,49,127,0,127
1,89,1,55,201,95,106
1,89,1,69,79,0,79
1,89,1,71,439,333,106
1,89,1,73,828,729,99
1,89,1,77,398,299,99
1,89,1,79,81,105,-24
1,89,1,81,189,109,80
1,89,1,83,2619,4232,-1613
1,89,1,95,767,703,64
1,89,1,97,221,162,59
1,89,1,101,258,112,146
1,89,1,103,1227,1385,-158
1,89,1,115,0,90,-90
1,89,1,117,245,251,-6
1,89,1,121,63,0,63
1,89,1,125,243,184,59
1,89,1,127,59,0,59
1,89,4,13,82,130,-48
1,89,4,19,110,67,43
1,89,6,37,160,113,47
1,89,6,59,89,0,89
1,89,6,65,81,0,81
1,89,6,67,132,0,132
1,89,6,73,196,65,131
1,89,6,85,0,63,-63
1,89,8,41,229,125,104
1,89,12,5,106,81,25
1,89,12,9,172,96,76
1,89,12,11,109,63,46
1,89,12,31,106,72,34
1,89,12,33,81,103,-22
1,89,12,57,108,106,2
1,89,12,86,72,0,72
1,89,12,91,109,134,-25
1,89,12,95,102,122,-20
1,89,12,99,70,69,1
1,89,12,103,74,80,-6
1,89,12,113,0,75,-75
1,89,12,127,65,0,65
1,89,13,63,54,0,54
1,89,13,67,150,99,51
1,89,13,89,129,74,55
1,89,13,121,138,234,-96
1,89,13,135,145,140,5
1,89,13,153,70,0,70
1,89,13,215,82,0,82
1,89,15,3,94,0,94
1,89,17,31,149,98,51
1,89,21,111,86,56,30
1,89,24,3,62,0,62
1,89,26,125,0,61,-61
1,89,26,163,68,0,68
1,89,28,47,78,0,78
1,89,29,189,60,0,60
1,89,32,3,94,64,30
1,89,37,51,92,87,5
1,89,37,119,89,79,10
1,89,37,183,0,79,-79
1,89,47,31,60,0,60
1,89,47,37,337,304,33
1,89,47,51,0,77,-77
1,89,47,55,169,91,78
1,89,47,65,141,125,16
1,89,47,93,141,69,72
1,89,47,103,457,619,-162
1,89,47,119,56,59,-3
1,89,47,125,185,114,71
1,89,47,149,152,137,15
1,89,47,157,141,119,22
1,89,47,187,115,91,24
1,89,48,27,93,0,93
1,89,48,29,121,81,40
1,89,48,85,0,65,-65
1,89,48,113,104,76,28
1,89,48,141,102,0,102
1,89,48,201,136,120,16
1,89,48,439,110,102,8
1,89,48,453,63,0,63
1,89,51,13,0,49,-49
1,89,51,41,62,0,62
1,89,51,59,235,91,144
1,89,51,153,89,0,89
1,89,53,33,100,81,19
1,89,53,53,87,68,19
1,89,53,61,61,0,61
1,91,1,25,87,105,-18
1,91,1,65,101,75,26
1,91,1,125,120,207,-87
1,93,1,33,0,63,-63
1,93,1,57,218,212,6
1,93,1,59,232,212,20
1,93,1,75,146,118,28
1,93,1,125,0,74,-74
1,93,1,127,91,119,-28
1,93,1,133,264,242,22
1,95,1,9,328,284,44
1,95,1,15,0,61,-61
1,95,1,43,394,351,43
1,95,1,49,748,743,5
1,95,1,55,718,826,-108
1,95,1,71,237,226,11
1,95,1,73,158,167,-9
1,95,1,89,703,767,-64
1,95,1,103,290,272,18
1,95,1,115,49,0,49
1,95,1,117,69,63,6
1,97,1,3,2031,3008,-977
1,97,1,15,60,0,60
1,97,1,25,171,137,34
1,97,1,51,0,78,-78
1,97,1,53,151,100,51
1,97,1,69,84,74,10
1,97,1,73,428,450,-22
1,97,1,81,55,117,-62
1,97,1,89,162,221,-59
1,97,1,99,84,85,-1
1,97,1,101,237,213,24
1,97,1,117,127,170,-43
1,97,1,125,121,121,0
1,97,1,129,431,419,12
1,97,4,13,0,97,-97
1,97,6,37,74,70,4
1,97,6,73,87,120,-33
1,97,8,41,0,67,-67
1,97,12,5,145,0,145
1,97,12,11,71,0,71
1,97,12,31,88,127,-39
1,97,12,33,313,446,-133
1,97,12,57,82,109,-27
1,97,12,91,103,154,-51
1,97,12,95,85,53,32
1,97,12,103,0,52,-52
1,97,12,113,123,138,-15
1,97,13,63,91,0,91
1,97,13,67,63,117,-54
1,97,13,89,90,178,-88
1,97,13,121,112,169,-57
1,97,13,135,90,117,-27
1,97,17,31,83,58,25
1,97,22,33,59,86,-27
1,97,22,51,87,111,-24
1,97,22,71,76,104,-28
1,97,22,103,77,94,-17
1,97,28,35,77,75,2
1,97,28,39,198,346,-148
1,97,28,41,59,0,59
1,97,28,47,312,273,39
1,97,28,59,637,743,-106
1,97,28,73,54,0,54
1,97,28,75,59,0,59
1,97,47,37,58,105,-47
1,97,47,65,0,63,-63
1,97,47,157,52,0,52
1,97,48,27,0,61,-61
1,97,48,29,66,118,-52
1,97,48,113,65,93,-28
1,97,48,201,248,308,-60
1,97,48,439,63,128,-65
1,97,48,453,76,55,21
1,99,1,3,82,106,-24
1,99,1,35,113,100,13
1,99,1,53,69,105,-36
1,99,1,97,85,84,1
1,101,1,1,915,1214,-299
1,101,1,3,106,164,-58
1,101,1,11,117,119,-2
1,101,1,13,153,99,54
1,101,1,15,54,0,54
1,101,1,21,80,84,-4
1,101,1,31,0,85,-85
1,101,1,41,133,131,2
1,101,1,45,62,0,62
1,101,1,47,485,209,276
1,101,1,51,1562,2198,-636
1,101,1,69,153,74,79
1,101,1,73,427,779,-352
1,101,1,81,310,499,-189
1,101,1,85,436,420,16
1,101,1,87,257,177,80
1,101,1,89,112,258,-146
1,101,1,97,213,237,-24
1,101,1,109,260,225,35
1,101,1,113,0,64,-64
1,101,1,117,202,286,-84
1,101,1,121,73,0,73
1,101,1,123,105,126,-21
1,101,1,125,133,146,-13
1,101,6,37,55,79,-24
1,101,8,41,113,115,-2
1,101,12,31,70,86,-16
1,101,12,33,88,102,-14
1,101,12,57,82,72,10
1,101,12,86,73,0,73
1,101,12,91,124,121,3
1,101,12,113,87,86,1
1,101,13,63,64,111,-47
1,101,13,67,83,195,-112
1,101,13,89,76,150,-74
1,101,13,121,107,268,-161
1,101,13,135,95,157,-62
1,101,13,215,111,101,10
1,101,15,3,85,94,-9
1,101,17,31,66,0,66
1,101,32,3,0,72,-72
1,101,36,61,0,76,-76
1,101,47,37,0,97,-97
1,101,48,29,120,148,-28
1,101,48,201,66,76,-10
1,101,51,59,91,157,-66
1,103,1,9,81,0,81
1,103,1,33,104,75,29
1,103,1,43,670,568,102
1,103,1,73,222,154,68
1,103,1,77,123,106,17
1,103,1,79,910,783,127
1,103,1,83,618,672,-54
1,103,1,89,1385,1227,158
1,103,1,95,272,290,-18
1,103,1,117,77,71,6
1,103,1,125,59,0,59
1,103,1,133,63,0,63
1,103,47,37,0,44,-44
1,105,1,125,0,130,-130
1,107,1,125,311,382,-71
1,107,28,87,84,96,-12
1,109,1,5,62,61,1
1,109,1,11,82,86,-4
1,109,1,31,171,213,-42
1,109,1,41,107,112,-5
1,109,1,45,116,183,-67
1,109,1,69,130,117,13
1,109,1,73,0,59,-59
1,109,1,101,225,260,-35
1,111,1,15,102,96,6
1,111,1,17,109,151,-42
1,111,1,27,138,119,19
1,111,1,29,122,0,122
1,111,1,81,0,71,-71
1,111,13,45,176,157,19
1,111,13,285,0,70,-70
1,113,1,81,1694,1765,-71
1,113,1,101,64,0,64
1,113,8,41,139,0,139
1,113,13,53,139,91,48
1,113,13,89,0,60,-60
1,113,13,121,0,67,-67
1,113,13,145,112,137,-25
1,113,13,215,2256,2042,214
1,113,15,3,84,0,84
1,113,37,51,111,63,48
1,113,47,125,57,0,57
1,113,48,27,115,0,115
1,113,48,141,92,0,92
1,113,53,53,113,0,113
1,115,1,3,0,76,-76
1,115,1,9,279,263,16
1,115,1,15,285,309,-24
1,115,1,43,0,63,-63
1,115,1,55,341,380,-39
1,115,1,73,3150,2166,984
1,115,1,89,90,0,90
1,115,1,95,0,49,-49
1,115,1,117,531,481,50
1,115,1,121,551,631,-80
1,115,1,125,74,77,-3
1,117,1,1,114,70,44
1,117,1,3,191,295,-104
1,117,1,7,229,168,61
1,117,1,9,100,128,-28
1,117,1,15,147,111,36
1,117,1,21,719,881,-162
1,117,1,43,72,148,-76
1,117,1,51,134,125,9
1,117,1,55,115,65,50
1,117,1,69,71,63,8
1,117,1,73,8385,6821,1564
1,117,1,81,192,160,32
1,117,1,89,251,245,6
1,117,1,95,63,69,-6
1,117,1,97,170,127,43
1,117,1,101,286,202,84
1,117,1,103,71,77,-6
1,117,1,115,481,531,-50
1,117,1,121,352,403,-51
1,117,1,123,66,60,6
1,117,1,125,499,326,173
1,117,1,127,98,74,24
1,117,6,73,63,0,63
1,117,12,5,86,60,26
1,117,12,31,76,0,76
1,117,12,33,0,86,-86
1,117,12,57,59,82,-23
1,117,12,91,0,56,-56
1,117,12,95,65,0,65
1,117,12,131,0,52,-52
1,117,13,67,96,87,9
1,117,13,89,0,74,-74
1,117,13,121,93,192,-99
1,117,13,135,83,108,-25
1,117,37,119,54,0,54
1,117,47,37,74,101,-27
1,117,47,157,0,66,-66
1,117,48,113,0,68,-68
1,117,48,201,74,66,8
1,119,1,125,91,129,-38
1,119,28,75,0,86,-86
1,121,1,3,0,56,-56
1,121,1,15,1290,1245,45
1,121,1,27,144,142,2
1,121,1,29,74,0,74
1,121,1,37,262,274,-12
1,121,1,55,82,119,-37
1,121,1,73,334,344,-10
1,121,1,81,68,0,68
1,121,1,89,0,63,-63
1,121,1,101,0,73,-73
1,121,1,115,631,551,80
1,121,1,117,403,352,51
1,121,1,123,141,123,18
1,123,1,17,62,50,12
1,123,1,27,81,0,81
1,123,1,37,221,244,-23
1,123,1,51,363,359,4
1,123,1,73,84,84,0
1,123,1,81,546,466,80
1,123,1,101,126,105,21
1,123,1,117,60,66,-6
1,123,1,121,123,141,-18
1,125,1,1,51,0,51
1,125,1,3,98,225,-127
1,125,1,7,421,356,65
1,125,1,15,53,54,-1
1,125,1,47,93,0,93
1,125,1,55,59,0,59
1,125,1,57,253,223,30
1,125,1,63,193,172,21
1,125,1,65,579,469,110
1,125,1,69,0,63,-63
1,125,1,73,1385,1710,-325
1,125,1,81,79,82,-3
1,125,1,89,184,243,-59
1,125,1,91,207,120,87
1,125,1,93,74,0,74
1,125,1,97,121,121,0
1,125,1,101,146,133,13
1,125,1,103,0,59,-59
1,125,1,105,130,0,130
1,125,1,107,382,311,71
1,125,1,115,77,74,3
1,125,1,117,326,499,-173
1,125,1,119,129,91,38
1,125,1,127,101,75,26
1,125,13,67,0,91,-91
1,125,13,89,0,54,-54
1,125,13,121,60,152,-92
1,125,17,31,55,0,55
1,125,28,75,54,0,54
1,125,28,87,72,76,-4
1,125,47,37,0,91,-91
1,125,47,157,53,78,-25
1,125,48,113,0,52,-52
1,125,48,201,87,86,1
1,127,1,3,0,69,-69
1,127,1,9,86,72,14
1,127,1,43,114,96,18
1,127,1,73,881,836,45
1,127,1,89,0,59,-59
1,127,1,93,119,91,28
1,127,1,117,74,98,-24
1,127,1,125,75,101,-26
1,127,1,133,257,283,-26
1,129,1,3,0,64,-64
1,129,1,25,115,161,-46
1,129,1,97,419,431,-12
1,131,1,25,92,103,-11
1,133,1,43,135,173,-38
1,133,1,59,101,108,-7
1,133,1,73,74,64,10
1,133,1,93,242,264,-22
1,133,1,103,0,63,-63
1,133,1,127,283,257,26
2,13,53,33,0,65,-65
2,16,2,20,0,86,-86
2,16,53,33,0,55,-55
2,20,2,16,86,0,86
2,20,2,50,274,166,108
2,20,2,70,92,89,3
2,20,2,90,726,536,190
2,20,2,110,222,187,35
2,20,2,122,680,751,-71
2,20,2,130,56,0,56
2,20,2,150,218,148,70
2,20,2,158,65,53,12
2,20,2,170,2056,3624,-1568
2,20,2,180,130,91,39
2,20,2,185,147,84,63
2,20,2,188,168,75,93
2,20,2,220,0,63,-63
2,20,2,261,126,163,-37
2,20,2,290,51,0,51
2,20,4,13,327,830,-503
2,20,4,19,117,202,-85
2,20,4,21,0,111,-111
2,20,4,25,0,73,-73
2,20,6,1,52,73,-21
2,20,6,13,77,0,77
2,20,6,29,0,61,-61
2,20,6,37,204,249,-45
2,20,6,59,84,114,-30
2,20,6,65,94,118,-24
2,20,6,67,90,173,-83
2,20,6,71,124,143,-19
2,20,6,73,178,198,-20
2,20,6,85,0,67,-67
2,20,6,95,86,105,-19
2,20,8,5,65,93,-28
2,20,8,31,0,119,-119
2,20,8,41,218,362,-144
2,20,8,59,69,70,-1
2,20,8,69,0,100,-100
2,20,11,1,0,48,-48
2,20,12,5,121,79,42
2,20,12,9,0,57,-57
2,20,12,31,0,71,-71
2,20,12,57,77,110,-33
2,20,12,91,109,122,-13
2,20,12,103,0,69,-69
2,20,13,153,0,75,-75
2,20,13,215,80,93,-13
2,20,15,1,67,80,-13
2,20,15,3,338,453,-115
2,20,16,1,0,173,-173
2,20,16,55,0,76,-76
2,20,17,31,76,80,-4
2,20,24,3,0,108,-108
2,20,27,37,0,109,-109
2,20,27,53,0,67,-67
2,20,27,123,0,98,-98
2,20,28,47,54,0,54
2,20,32,3,291,625,-334
2,20,32,31,0,73,-73
2,20,34,5,0,75,-75
2,20,35,1,0,108,-108
2,20,35,35,0,66,-66
2,20,37,51,314,234,80
2,20,37,85,0,90,-90
2,20,38,101,0,75,-75
2,20,40,31,0,95,-95
2,20,40,109,139,126,13
2,20,41,5,0,53,-53
2,20,41,17,0,138,-138
2,20,41,29,0,68,-68
2,20,41,39,56,89,-33
2,20,41,47,0,81,-81
2,20,41,51,140,204,-64
2,20,41,67,89,145,-56
2,20,47,125,79,0,79
2,20,48,27,74,133,-59
2,20,48,29,245,300,-55
2,20,48,113,72,99,-27
2,20,48,141,128,87,41
2,20,48,157,0,113,-113
2,20,48,201,206,278,-72
